zip,city,state,county,timezone
08844,Hillsborough,New Jersey,Somerset,America/New_York
08846,Middlesex,New Jersey,Middlesex,America/New_York
08848,Milford,New Jersey,Hunterdon,America/New_York
08850,Milltown,New Jersey,Middlesex,America/New_York
08852,Monmouth Junction,New Jersey,Middlesex,America/New_York
08853,Neshanic Station,New Jersey,Somerset,America/New_York
08854,Piscataway,New Jersey,Middlesex,America/New_York
08857,Old Bridge,New Jersey,Middlesex,America/New_York
08858,Oldwick,New Jersey,Hunterdon,America/New_York
08859,Parlin,New Jersey,Middlesex,America/New_York
08861,Perth Amboy,New Jersey,Middlesex,America/New_York
08863,Fords,New Jersey,Middlesex,America/New_York
08865,Phillipsburg,New Jersey,Warren,America/New_York
08867,Pittstown,New Jersey,Hunterdon,America/New_York
08869,Raritan,New Jersey,Somerset,America/New_York
08872,Sayreville,New Jersey,Middlesex,America/New_York
08873,Somerset,New Jersey,Somerset,America/New_York
08876,Somerville,New Jersey,Somerset,America/New_York
08879,South Amboy,New Jersey,Middlesex,America/New_York
08880,South Bound Brook,New Jersey,Somerset,America/New_York
08882,South River,New Jersey,Middlesex,America/New_York
08884,Spotswood,New Jersey,Middlesex,America/New_York
08886,Stewartsville,New Jersey,Warren,America/New_York
08887,Three Bridges,New Jersey,Hunterdon,America/New_York
08889,Whitehouse Station,New Jersey,Hunterdon,America/New_York
08890,Zarephath,New Jersey,Somerset,America/New_York
08901,New Brunswick,New Jersey,Middlesex,America/New_York
08902,North Brunswick,New Jersey,Middlesex,America/New_York
08904,Highland Park,New Jersey,Middlesex,America/New_York
10001,New York,New York,New York,America/New_York
10002,New York,New York,New York,America/New_York
10003,New York,New York,New York,America/New_York
10004,New York,New York,New York,America/New_York
10005,New York,New York,New York,America/New_York
10006,New York,New York,New York,America/New_York
10007,New York,New York,New York,America/New_York
10009,New York,New York,New York,America/New_York
10010,New York,New York,New York,America/New_York
10011,New York,New York,New York,America/New_York
10012,New York,New York,New York,America/New_York
10013,New York,New York,New York,America/New_York
10014,New York,New York,New York,America/New_York
10016,New York,New York,New York,America/New_York
10017,New York,New York,New York,America/New_York
10018,New York,New York,New York,America/New_York
10019,New York,New York,New York,America/New_York
10020,New York,New York,New York,America/New_York
10021,New York,New York,New York,America/New_York
10022,New York,New York,New York,America/New_York
10023,New York,New York,New York,America/New_York
10024,New York,New York,New York,America/New_York
10025,New York,New York,New York,America/New_York
10026,New York,New York,New York,America/New_York
10027,New York,New York,New York,America/New_York
10028,New York,New York,New York,America/New_York
10029,New York,New York,New York,America/New_York
10030,New York,New York,New York,America/New_York
10031,New York,New York,New York,America/New_York
10032,New York,New York,New York,America/New_York
10033,New York,New York,New York,America/New_York
10034,New York,New York,New York,America/New_York
10035,New York,New York,New York,America/New_York
10036,New York,New York,New York,America/New_York
10037,New York,New York,New York,America/New_York
10038,New York,New York,New York,America/New_York
10039,New York,New York,New York,America/New_York
10040,New York,New York,New York,America/New_York
10044,New York,New York,New York,America/New_York
10065,New York,New York,New York,America/New_York
10069,New York,New York,New York,America/New_York
10075,New York,New York,New York,America/New_York
10103,New York,New York,New York,America/New_York
10110,New York,New York,New York,America/New_York
10111,New York,New York,New York,America/New_York
10112,New York,New York,New York,America/New_York
10115,New York,New York,New York,America/New_York
10119,New York,New York,New York,America/New_York
10128,New York,New York,New York,America/New_York
10152,New York,New York,New York,America/New_York
10153,New York,New York,New York,America/New_York
10154,New York,New York,New York,America/New_York
10162,New York,New York,New York,America/New_York
10165,New York,New York,New York,America/New_York
10167,New York,New York,New York,America/New_York
10168,New York,New York,New York,America/New_York
10169,New York,New York,New York,America/New_York
10170,New York,New York,New York,America/New_York
10171,New York,New York,New York,America/New_York
10172,New York,New York,New York,America/New_York
10173,New York,New York,New York,America/New_York
10174,New York,New York,New York,America/New_York
10177,New York,New York,New York,America/New_York
10199,New York,New York,New York,America/New_York
10271,New York,New York,New York,America/New_York
10278,New York,New York,New York,America/New_York
10279,New York,New York,New York,America/New_York
10280,New York,New York,New York,America/New_York
10282,New York,New York,New York,America/New_York
10301,Staten Island,New York,Richmond,America/New_York
10302,Staten Island,New York,Richmond,America/New_York
10303,Staten Island,New York,Richmond,America/New_York
10304,Staten Island,New York,Richmond,America/New_York
10305,Staten Island,New York,Richmond,America/New_York
10306,Staten Island,New York,Richmond,America/New_York
10307,Staten Island,New York,Richmond,America/New_York
10308,Staten Island,New York,Richmond,America/New_York
10309,Staten Island,New York,Richmond,America/New_York
10310,Staten Island,New York,Richmond,America/New_York
10311,Staten Island,New York,Richmond,America/New_York
10312,Staten Island,New York,Richmond,America/New_York
10314,Staten Island,New York,Richmond,America/New_York
10451,Bronx,New York,Bronx,America/New_York
10452,Bronx,New York,Bronx,America/New_York
10453,Bronx,New York,Bronx,America/New_York
10454,Bronx,New York,Bronx,America/New_York
10455,Bronx,New York,Bronx,America/New_York
10456,Bronx,New York,Bronx,America/New_York
10457,Bronx,New York,Bronx,America/New_York
10458,Bronx,New York,Bronx,America/New_York
10459,Bronx,New York,Bronx,America/New_York
10460,Bronx,New York,Bronx,America/New_York
10461,Bronx,New York,Bronx,America/New_York
10462,Bronx,New York,Bronx,America/New_York
10463,Bronx,New York,Bronx,America/New_York
10464,Bronx,New York,Bronx,America/New_York
10465,Bronx,New York,Bronx,America/New_York
10466,Bronx,New York,Bronx,America/New_York
10467,Bronx,New York,Bronx,America/New_York
10468,Bronx,New York,Bronx,America/New_York
10469,Bronx,New York,Bronx,America/New_York
10470,Bronx,New York,Bronx,America/New_York
10471,Bronx,New York,Bronx,America/New_York
10472,Bronx,New York,Bronx,America/New_York
10473,Bronx,New York,Bronx,America/New_York
10474,Bronx,New York,Bronx,America/New_York
10475,Bronx,New York,Bronx,America/New_York
10501,Amawalk,New York,Westchester,America/New_York
10502,Ardsley,New York,Westchester,America/New_York
10503,Ardsley On Hudson,New York,Westchester,America/New_York
10504,Armonk,New York,Westchester,America/New_York
10505,Baldwin Place,New York,Westchester,America/New_York
10506,Bedford,New York,Westchester,America/New_York
10507,Bedford Hills,New York,Westchester,America/New_York
10509,Brewster,New York,Putnam,America/New_York
10510,Briarcliff Manor,New York,Westchester,America/New_York
10511,Buchanan,New York,Westchester,America/New_York
10512,Carmel,New York,Putnam,America/New_York
10514,Chappaqua,New York,Westchester,America/New_York
10516,Cold Spring,New York,Putnam,America/New_York
10517,Crompond,New York,Westchester,America/New_York
10518,Cross River,New York,Westchester,America/New_York
10519,Croton Falls,New York,Westchester,America/New_York
10520,Croton On Hudson,New York,Westchester,America/New_York
10522,Dobbs Ferry,New York,Westchester,America/New_York
10523,Elmsford,New York,Westchester,America/New_York
10524,Garrison,New York,Putnam,America/New_York
10526,Goldens Bridge,New York,Westchester,America/New_York
10527,Granite Springs,New York,Westchester,America/New_York
10528,Harrison,New York,Westchester,America/New_York
10530,Hartsdale,New York,Westchester,America/New_York
10532,Hawthorne,New York,Westchester,America/New_York
10533,Irvington,New York,Westchester,America/New_York
10535,Jefferson Valley,New York,Westchester,America/New_York
10536,Katonah,New York,Westchester,America/New_York
10537,Lake Peekskill,New York,Putnam,America/New_York
10538,Larchmont,New York,Westchester,America/New_York
10540,Lincolndale,New York,Westchester,America/New_York
10541,Mahopac,New York,Putnam,America/New_York
10542,Mahopac Falls,New York,Putnam,America/New_York
10543,Mamaroneck,New York,Westchester,America/New_York
10545,Maryknoll,New York,Westchester,America/New_York
10546,Millwood,New York,Westchester,America/New_York
10547,Mohegan Lake,New York,Westchester,America/New_York
10548,Montrose,New York,Westchester,America/New_York
10549,Mount Kisco,New York,Westchester,America/New_York
10550,Mount Vernon,New York,Westchester,America/New_York
10552,Mount Vernon,New York,Westchester,America/New_York
10553,Mount Vernon,New York,Westchester,America/New_York
10560,North Salem,New York,Westchester,America/New_York
10562,Ossining,New York,Westchester,America/New_York
10566,Peekskill,New York,Westchester,America/New_York
10567,Cortlandt Manor,New York,Westchester,America/New_York
10570,Pleasantville,New York,Westchester,America/New_York
10573,Port Chester,New York,Westchester,America/New_York
10576,Pound Ridge,New York,Westchester,America/New_York
10577,Purchase,New York,Westchester,America/New_York
10578,Purdys,New York,Westchester,America/New_York
10579,Putnam Valley,New York,Putnam,America/New_York
10580,Rye,New York,Westchester,America/New_York
10583,Scarsdale,New York,Westchester,America/New_York
10588,Shrub Oak,New York,Westchester,America/New_York
10589,Somers,New York,Westchester,America/New_York
10590,South Salem,New York,Westchester,America/New_York
10591,Tarrytown,New York,Westchester,America/New_York
10594,Thornwood,New York,Westchester,America/New_York
10595,Valhalla,New York,Westchester,America/New_York
10596,Verplanck,New York,Westchester,America/New_York
10597,Waccabuc,New York,Westchester,America/New_York
10598,Yorktown Heights,New York,Westchester,America/New_York
10601,White Plains,New York,Westchester,America/New_York
10603,White Plains,New York,Westchester,America/New_York
10604,West Harrison,New York,Westchester,America/New_York
10605,White Plains,New York,Westchester,America/New_York
10606,White Plains,New York,Westchester,America/New_York
10607,White Plains,New York,Westchester,America/New_York
10701,Yonkers,New York,Westchester,America/New_York
10703,Yonkers,New York,Westchester,America/New_York
10704,Yonkers,New York,Westchester,America/New_York
10705,Yonkers,New York,Westchester,America/New_York
10706,Hastings On Hudson,New York,Westchester,America/New_York
10707,Tuckahoe,New York,Westchester,America/New_York
10708,Bronxville,New York,Westchester,America/New_York
10709,Eastchester,New York,Westchester,America/New_York
10710,Yonkers,New York,Westchester,America/New_York
10801,New Rochelle,New York,Westchester,America/New_York
10803,Pelham,New York,Westchester,America/New_York
10804,New Rochelle,New York,Westchester,America/New_York
10805,New Rochelle,New York,Westchester,America/New_York
10901,Suffern,New York,Rockland,America/New_York
10910,Arden,New York,Orange,America/New_York
10911,Bear Mountain,New York,Rockland,America/New_York
10913,Blauvelt,New York,Rockland,America/New_York
10914,Blooming Grove,New York,Orange,America/New_York
10915,Bullville,New York,Orange,America/New_York
10916,Campbell Hall,New York,Orange,America/New_York
10917,Central Valley,New York,Orange,America/New_York
10918,Chester,New York,Orange,America/New_York
10919,Circleville,New York,Orange,America/New_York
10920,Congers,New York,Rockland,America/New_York
10921,Florida,New York,Orange,America/New_York
10922,Fort Montgomery,New York,Orange,America/New_York
10923,Garnerville,New York,Rockland,America/New_York
10924,Goshen,New York,Orange,America/New_York
10925,Greenwood Lake,New York,Orange,America/New_York
10926,Harriman,New York,Orange,America/New_York
10927,Haverstraw,New York,Rockland,America/New_York
10928,Highland Falls,New York,Orange,America/New_York
10930,Highland Mills,New York,Orange,America/New_York
10931,Hillburn,New York,Rockland,America/New_York
10932,Howells,New York,Orange,America/New_York
10933,Johnson,New York,Orange,America/New_York
10940,Middletown,New York,Orange,America/New_York
10941,Middletown,New York,Orange,America/New_York
10950,Monroe,New York,Orange,America/New_York
10952,Monsey,New York,Rockland,America/New_York
10953,Mountainville,New York,Orange,America/New_York
10954,Nanuet,New York,Rockland,America/New_York
10956,New City,New York,Rockland,America/New_York
10958,New Hampton,New York,Orange,America/New_York
10960,Nyack,New York,Rockland,America/New_York
10962,Orangeburg,New York,Rockland,America/New_York
10963,Otisville,New York,Orange,America/New_York
10964,Palisades,New York,Rockland,America/New_York
10965,Pearl River,New York,Rockland,America/New_York
10968,Piermont,New York,Rockland,America/New_York
10969,Pine Island,New York,Orange,America/New_York
10970,Pomona,New York,Rockland,America/New_York
10973,Slate Hill,New York,Orange,America/New_York
10974,Sloatsburg,New York,Rockland,America/New_York
10975,Southfields,New York,Orange,America/New_York
10976,Sparkill,New York,Rockland,America/New_York
10977,Spring Valley,New York,Rockland,America/New_York
10979,Sterling Forest,New York,Orange,America/New_York
10980,Stony Point,New York,Rockland,America/New_York
10983,Tappan,New York,Rockland,America/New_York
10984,Thiells,New York,Rockland,America/New_York
10985,Thompson Ridge,New York,Orange,America/New_York
10986,Tomkins Cove,New York,Rockland,America/New_York
10987,Tuxedo Park,New York,Orange,America/New_York
10988,Unionville,New York,Orange,America/New_York
10989,Valley Cottage,New York,Rockland,America/New_York
10990,Warwick,New York,Orange,America/New_York
10992,Washingtonville,New York,Orange,America/New_York
10993,West Haverstraw,New York,Rockland,America/New_York
10994,West Nyack,New York,Rockland,America/New_York
10996,West Point,New York,Orange,America/New_York
10998,Westtown,New York,Orange,America/New_York
11001,Floral Park,New York,Nassau,America/New_York
11003,Elmont,New York,Nassau,America/New_York
11004,Glen Oaks,New York,Queens,America/New_York
11005,Floral Park,New York,Queens,America/New_York
11010,Franklin Square,New York,Nassau,America/New_York
11020,Great Neck,New York,Nassau,America/New_York
11021,Great Neck,New York,Nassau,America/New_York
11023,Great Neck,New York,Nassau,America/New_York
11024,Great Neck,New York,Nassau,America/New_York
11030,Manhasset,New York,Nassau,America/New_York
11040,New Hyde Park,New York,Nassau,America/New_York
11042,New Hyde Park,New York,Nassau,America/New_York
11050,Port Washington,New York,Nassau,America/New_York
11096,Inwood,New York,Nassau,America/New_York
11101,Long Island City,New York,Queens,America/New_York
11102,Astoria,New York,Queens,America/New_York
11103,Astoria,New York,Queens,America/New_York
11104,Sunnyside,New York,Queens,America/New_York
11105,Astoria,New York,Queens,America/New_York
11106,Astoria,New York,Queens,America/New_York
11109,Long Island City,New York,Queens,America/New_York
11201,Brooklyn,New York,Kings,America/New_York
11203,Brooklyn,New York,Kings,America/New_York
11204,Brooklyn,New York,Kings,America/New_York
11205,Brooklyn,New York,Kings,America/New_York
11206,Brooklyn,New York,Kings,America/New_York
11207,Brooklyn,New York,Kings,America/New_York
11208,Brooklyn,New York,Kings,America/New_York
11209,Brooklyn,New York,Kings,America/New_York
11210,Brooklyn,New York,Kings,America/New_York
11211,Brooklyn,New York,Kings,America/New_York
11212,Brooklyn,New York,Kings,America/New_York
11213,Brooklyn,New York,Kings,America/New_York
11214,Brooklyn,New York,Kings,America/New_York
11215,Brooklyn,New York,Kings,America/New_York
11216,Brooklyn,New York,Kings,America/New_York
11217,Brooklyn,New York,Kings,America/New_York
11218,Brooklyn,New York,Kings,America/New_York
11219,Brooklyn,New York,Kings,America/New_York
11220,Brooklyn,New York,Kings,America/New_York
11221,Brooklyn,New York,Kings,America/New_York
11222,Brooklyn,New York,Kings,America/New_York
11223,Brooklyn,New York,Kings,America/New_York
11224,Brooklyn,New York,Kings,America/New_York
11225,Brooklyn,New York,Kings,America/New_York
11226,Brooklyn,New York,Kings,America/New_York
11228,Brooklyn,New York,Kings,America/New_York
11229,Brooklyn,New York,Kings,America/New_York
11230,Brooklyn,New York,Kings,America/New_York
11231,Brooklyn,New York,Kings,America/New_York
11232,Brooklyn,New York,Kings,America/New_York
11233,Brooklyn,New York,Kings,America/New_York
11234,Brooklyn,New York,Kings,America/New_York
11235,Brooklyn,New York,Kings,America/New_York
11236,Brooklyn,New York,Kings,America/New_York
11237,Brooklyn,New York,Kings,America/New_York
11238,Brooklyn,New York,Kings,America/New_York
11239,Brooklyn,New York,Kings,America/New_York
11249,Brooklyn,New York,Kings,America/New_York
11354,Flushing,New York,Queens,America/New_York
11355,Flushing,New York,Queens,America/New_York
11356,College Point,New York,Queens,America/New_York
11357,Whitestone,New York,Queens,America/New_York
11358,Flushing,New York,Queens,America/New_York
11359,Bayside,New York,Queens,America/New_York
11360,Bayside,New York,Queens,America/New_York
11361,Bayside,New York,Queens,America/New_York
11362,Little Neck,New York,Queens,America/New_York
11363,Little Neck,New York,Queens,America/New_York
11364,Oakland Gardens,New York,Queens,America/New_York
11365,Fresh Meadows,New York,Queens,America/New_York
11366,Fresh Meadows,New York,Queens,America/New_York
11367,Flushing,New York,Queens,America/New_York
11368,Corona,New York,Queens,America/New_York
11369,East Elmhurst,New York,Queens,America/New_York
11370,East Elmhurst,New York,Queens,America/New_York
11371,Flushing,New York,Queens,America/New_York
11372,Jackson Heights,New York,Queens,America/New_York
11373,Elmhurst,New York,Queens,America/New_York
11374,Rego Park,New York,Queens,America/New_York
11375,Forest Hills,New York,Queens,America/New_York
11377,Woodside,New York,Queens,America/New_York
11378,Maspeth,New York,Queens,America/New_York
11379,Middle Village,New York,Queens,America/New_York
11385,Ridgewood,New York,Queens,America/New_York
11411,Cambria Heights,New York,Queens,America/New_York
11412,Saint Albans,New York,Queens,America/New_York
11413,Springfield Gardens,New York,Queens,America/New_York
11414,Howard Beach,New York,Queens,America/New_York
11415,Kew Gardens,New York,Queens,America/New_York
11416,Ozone Park,New York,Queens,America/New_York
11417,Ozone Park,New York,Queens,America/New_York
11418,Richmond Hill,New York,Queens,America/New_York
11419,South Richmond Hill,New York,Queens,America/New_York
11420,South Ozone Park,New York,Queens,America/New_York
11421,Woodhaven,New York,Queens,America/New_York
11422,Rosedale,New York,Queens,America/New_York
11423,Hollis,New York,Queens,America/New_York
11424,Jamaica,New York,Queens,America/New_York
11426,Bellerose,New York,Queens,America/New_York
11427,Queens Village,New York,Queens,America/New_York
11428,Queens Village,New York,Queens,America/New_York
11429,Queens Village,New York,Queens,America/New_York
11430,Jamaica,New York,Queens,America/New_York
11432,Jamaica,New York,Queens,America/New_York
11433,Jamaica,New York,Queens,America/New_York
11434,Jamaica,New York,Queens,America/New_York
11435,Jamaica,New York,Queens,America/New_York
11436,Jamaica,New York,Queens,America/New_York
11439,Jamaica,New York,Queens,America/New_York
11451,Jamaica,New York,Queens,America/New_York
11501,Mineola,New York,Nassau,America/New_York
11507,Albertson,New York,Nassau,America/New_York
11509,Atlantic Beach,New York,Nassau,America/New_York
11510,Baldwin,New York,Nassau,America/New_York
11514,Carle Place,New York,Nassau,America/New_York
11516,Cedarhurst,New York,Nassau,America/New_York
11518,East Rockaway,New York,Nassau,America/New_York
11520,Freeport,New York,Nassau,America/New_York
11530,Garden City,New York,Nassau,America/New_York
11542,Glen Cove,New York,Nassau,America/New_York
11545,Glen Head,New York,Nassau,America/New_York
11547,Glenwood Landing,New York,Nassau,America/New_York
11548,Greenvale,New York,Nassau,America/New_York
11549,Hempstead,New York,Nassau,America/New_York
11550,Hempstead,New York,Nassau,America/New_York
11552,West Hempstead,New York,Nassau,America/New_York
11553,Uniondale,New York,Nassau,America/New_York
11554,East Meadow,New York,Nassau,America/New_York
11556,Uniondale,New York,Nassau,America/New_York
11557,Hewlett,New York,Nassau,America/New_York
11558,Island Park,New York,Nassau,America/New_York
11559,Lawrence,New York,Nassau,America/New_York
11560,Locust Valley,New York,Nassau,America/New_York
11561,Long Beach,New York,Nassau,America/New_York
11563,Lynbrook,New York,Nassau,America/New_York
11565,Malverne,New York,Nassau,America/New_York
11566,Merrick,New York,Nassau,America/New_York
11568,Old Westbury,New York,Nassau,America/New_York
11569,Point Lookout,New York,Nassau,America/New_York
11570,Rockville Centre,New York,Nassau,America/New_York
11572,Oceanside,New York,Nassau,America/New_York
11575,Roosevelt,New York,Nassau,America/New_York
11576,Roslyn,New York,Nassau,America/New_York
11577,Roslyn Heights,New York,Nassau,America/New_York
11579,Sea Cliff,New York,Nassau,America/New_York
11580,Valley Stream,New York,Nassau,America/New_York
11581,Valley Stream,New York,Nassau,America/New_York
11590,Westbury,New York,Nassau,America/New_York
11596,Williston Park,New York,Nassau,America/New_York
11598,Woodmere,New York,Nassau,America/New_York
11691,Far Rockaway,New York,Queens,America/New_York
11692,Arverne,New York,Queens,America/New_York
11693,Far Rockaway,New York,Queens,America/New_York
11694,Rockaway Park,New York,Queens,America/New_York
11697,Breezy Point,New York,Queens,America/New_York
11701,Amityville,New York,Suffolk,America/New_York
11702,Babylon,New York,Suffolk,America/New_York
11703,North Babylon,New York,Suffolk,America/New_York
11704,West Babylon,New York,Suffolk,America/New_York
11705,Bayport,New York,Suffolk,America/New_York
11706,Bay Shore,New York,Suffolk,America/New_York
11709,Bayville,New York,Nassau,America/New_York
11710,Bellmore,New York,Nassau,America/New_York
11713,Bellport,New York,Suffolk,America/New_York
11714,Bethpage,New York,Nassau,America/New_York
11715,Blue Point,New York,Suffolk,America/New_York
11716,Bohemia,New York,Suffolk,America/New_York
11717,Brentwood,New York,Suffolk,America/New_York
11718,Brightwaters,New York,Suffolk,America/New_York
11719,Brookhaven,New York,Suffolk,America/New_York
11720,Centereach,New York,Suffolk,America/New_York
11721,Centerport,New York,Suffolk,America/New_York
11722,Central Islip,New York,Suffolk,America/New_York
11724,Cold Spring Harbor,New York,Suffolk,America/New_York
11725,Commack,New York,Suffolk,America/New_York
11726,Copiague,New York,Suffolk,America/New_York
11727,Coram,New York,Suffolk,America/New_York
11729,Deer Park,New York,Suffolk,America/New_York
11730,East Islip,New York,Suffolk,America/New_York
11731,East Northport,New York,Suffolk,America/New_York
11732,East Norwich,New York,Nassau,America/New_York
11733,East Setauket,New York,Suffolk,America/New_York
11735,Farmingdale,New York,Suffolk,America/New_York
11738,Farmingville,New York,Suffolk,America/New_York
11739,Great River,New York,Suffolk,America/New_York
11740,Greenlawn,New York,Suffolk,America/New_York
11741,Holbrook,New York,Suffolk,America/New_York
11742,Holtsville,New York,Suffolk,America/New_York
11743,Huntington,New York,Suffolk,America/New_York
11746,Huntington Station,New York,Suffolk,America/New_York
11747,Melville,New York,Suffolk,America/New_York
11749,Islandia,New York,Suffolk,America/New_York
11751,Islip,New York,Suffolk,America/New_York
11752,Islip Terrace,New York,Suffolk,America/New_York
11753,Jericho,New York,Nassau,America/New_York
11754,Kings Park,New York,Suffolk,America/New_York
11755,Lake Grove,New York,Suffolk,America/New_York
11756,Levittown,New York,Nassau,America/New_York
11757,Lindenhurst,New York,Suffolk,America/New_York
11758,Massapequa,New York,Nassau,America/New_York
11762,Massapequa Park,New York,Nassau,America/New_York
11763,Medford,New York,Suffolk,America/New_York
11764,Miller Place,New York,Suffolk,America/New_York
11765,Mill Neck,New York,Nassau,America/New_York
11766,Mount Sinai,New York,Suffolk,America/New_York
11767,Nesconset,New York,Suffolk,America/New_York
11768,Northport,New York,Suffolk,America/New_York
11769,Oakdale,New York,Suffolk,America/New_York
11770,Ocean Beach,New York,Suffolk,America/New_York
11771,Oyster Bay,New York,Nassau,America/New_York
11772,Patchogue,New York,Suffolk,America/New_York
11776,Port Jefferson Station,New York,Suffolk,America/New_York
11777,Port Jefferson,New York,Suffolk,America/New_York
11778,Rocky Point,New York,Suffolk,America/New_York
11779,Ronkonkoma,New York,Suffolk,America/New_York
11780,Saint James,New York,Suffolk,America/New_York
11782,Sayville,New York,Suffolk,America/New_York
11783,Seaford,New York,Nassau,America/New_York
11784,Selden,New York,Suffolk,America/New_York
11786,Shoreham,New York,Suffolk,America/New_York
11787,Smithtown,New York,Suffolk,America/New_York
11788,Hauppauge,New York,Suffolk,America/New_York
11789,Sound Beach,New York,Suffolk,America/New_York
11790,Stony Brook,New York,Suffolk,America/New_York
11791,Syosset,New York,Nassau,America/New_York
11792,Wading River,New York,Suffolk,America/New_York
11793,Wantagh,New York,Nassau,America/New_York
11794,Stony Brook,New York,Suffolk,America/New_York
11795,West Islip,New York,Suffolk,America/New_York
11796,West Sayville,New York,Suffolk,America/New_York
11797,Woodbury,New York,Nassau,America/New_York
11798,Wyandanch,New York,Suffolk,America/New_York
11801,Hicksville,New York,Nassau,America/New_York
11803,Plainview,New York,Nassau,America/New_York
11804,Old Bethpage,New York,Nassau,America/New_York
11901,Riverhead,New York,Suffolk,America/New_York
11930,Amagansett,New York,Suffolk,America/New_York
11931,Aquebogue,New York,Suffolk,America/New_York
11932,Bridgehampton,New York,Suffolk,America/New_York
11933,Calverton,New York,Suffolk,America/New_York
11934,Center Moriches,New York,Suffolk,America/New_York
11935,Cutchogue,New York,Suffolk,America/New_York
11937,East Hampton,New York,Suffolk,America/New_York
11939,East Marion,New York,Suffolk,America/New_York
11940,East Moriches,New York,Suffolk,America/New_York
11941,Eastport,New York,Suffolk,America/New_York
11942,East Quogue,New York,Suffolk,America/New_York
11944,Greenport,New York,Suffolk,America/New_York
11946,Hampton Bays,New York,Suffolk,America/New_York
11947,Jamesport,New York,Suffolk,America/New_York
11948,Laurel,New York,Suffolk,America/New_York
11949,Manorville,New York,Suffolk,America/New_York
11950,Mastic,New York,Suffolk,America/New_York
11951,Mastic Beach,New York,Suffolk,America/New_York
11952,Mattituck,New York,Suffolk,America/New_York
11953,Middle Island,New York,Suffolk,America/New_York
11954,Montauk,New York,Suffolk,America/New_York
11955,Moriches,New York,Suffolk,America/New_York
11956,New Suffolk,New York,Suffolk,America/New_York
11957,Orient,New York,Suffolk,America/New_York
11958,Peconic,New York,Suffolk,America/New_York
11959,Quogue,New York,Suffolk,America/New_York
11960,Remsenburg,New York,Suffolk,America/New_York
11961,Ridge,New York,Suffolk,America/New_York
11962,Sagaponack,New York,Suffolk,America/New_York
11963,Sag Harbor,New York,Suffolk,America/New_York
11964,Shelter Island,New York,Suffolk,America/New_York
11965,Shelter Island Heights,New York,Suffolk,America/New_York
11967,Shirley,New York,Suffolk,America/New_York
11968,Southampton,New York,Suffolk,America/New_York
11970,South Jamesport,New York,Suffolk,America/New_York
11971,Southold,New York,Suffolk,America/New_York
11972,Speonk,New York,Suffolk,America/New_York
11973,Upton,New York,Suffolk,America/New_York
11975,Wainscott,New York,Suffolk,America/New_York
11976,Water Mill,New York,Suffolk,America/New_York
11977,Westhampton,New York,Suffolk,America/New_York
11978,Westhampton Beach,New York,Suffolk,America/New_York
11980,Yaphank,New York,Suffolk,America/New_York
12007,Alcove,New York,Albany,America/New_York
12008,Alplaus,New York,Schenectady,America/New_York
12009,Altamont,New York,Albany,America/New_York
12010,Amsterdam,New York,Montgomery,America/New_York
12015,Athens,New York,Greene,America/New_York
12017,Austerlitz,New York,Columbia,America/New_York
12018,Averill Park,New York,Rensselaer,America/New_York
12019,Ballston Lake,New York,Saratoga,America/New_York
12020,Ballston Spa,New York,Saratoga,America/New_York
12022,Berlin,New York,Rensselaer,America/New_York
12023,Berne,New York,Albany,America/New_York
12024,Brainard,New York,Columbia,America/New_York
12025,Broadalbin,New York,Fulton,America/New_York
12027,Burnt Hills,New York,Saratoga,America/New_York
12028,Buskirk,New York,Washington,America/New_York
12029,Canaan,New York,Columbia,America/New_York
12031,Carlisle,New York,Schoharie,America/New_York
12032,Caroga Lake,New York,Hamilton,America/New_York
12033,Castleton On Hudson,New York,Rensselaer,America/New_York
12035,Central Bridge,New York,Schoharie,America/New_York
12036,Charlotteville,New York,Schoharie,America/New_York
12037,Chatham,New York,Columbia,America/New_York
12040,Cherry Plain,New York,Rensselaer,America/New_York
12041,Clarksville,New York,Albany,America/New_York
12042,Climax,New York,Greene,America/New_York
12043,Cobleskill,New York,Schoharie,America/New_York
12045,Coeymans,New York,Albany,America/New_York
12046,Coeymans Hollow,New York,Albany,America/New_York
12047,Cohoes,New York,Albany,America/New_York
12051,Coxsackie,New York,Greene,America/New_York
12052,Cropseyville,New York,Rensselaer,America/New_York
12053,Delanson,New York,Schenectady,America/New_York
12054,Delmar,New York,Albany,America/New_York
12056,Duanesburg,New York,Schenectady,America/New_York
12057,Eagle Bridge,New York,Washington,America/New_York
12058,Earlton,New York,Greene,America/New_York
12059,East Berne,New York,Albany,America/New_York
12060,East Chatham,New York,Columbia,America/New_York
12061,East Greenbush,New York,Rensselaer,America/New_York
12062,East Nassau,New York,Rensselaer,America/New_York
12063,East Schodack,New York,Rensselaer,America/New_York
12064,East Worcester,New York,Otsego,America/New_York
12065,Clifton Park,New York,Saratoga,America/New_York
12066,Esperance,New York,Montgomery,America/New_York
12067,Feura Bush,New York,Albany,America/New_York
12068,Fonda,New York,Montgomery,America/New_York
12069,Fort Hunter,New York,Montgomery,America/New_York
12070,Fort Johnson,New York,Montgomery,America/New_York
12071,Fultonham,New York,Schoharie,America/New_York
12072,Fultonville,New York,Montgomery,America/New_York
12074,Galway,New York,Saratoga,America/New_York
12075,Ghent,New York,Columbia,America/New_York
12076,Gilboa,New York,Schoharie,America/New_York
12077,Glenmont,New York,Albany,America/New_York
12078,Gloversville,New York,Fulton,America/New_York
